run_id,manifest_path,model,task_id,family,status,official_process,official_result,official_comment,metric_source,grade_result_path,query_path
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Eparse_02,Eparse,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Eparse_02/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,PDFPlumber_01,PDFPlumber,graded,True,True,,grade_summary,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/gemini-2.5-pro-preview-06-05/PDFPlumber_01/grade/PDFPlumber_01/result.jsonl,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/PDFPlumber_01/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,PDFPlumber_02,PDFPlumber,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/PDFPlumber_02/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,PDFPlumber_03,PDFPlumber,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/PDFPlumber_03/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Faker_01,Faker,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Faker_01/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Faker_03,Faker,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Faker_03/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,SpeechBrain_05,SpeechBrain,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/SpeechBrain_05/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Trafilatura_01,Trafilatura,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Trafilatura_01/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Trafilatura_02,Trafilatura,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Trafilatura_02/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Trafilatura_03,Trafilatura,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Trafilatura_03/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,Scrapy_03,Scrapy,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Scrapy_03/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,NeuroKit_01,NeuroKit,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/NeuroKit_01/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,AnimeGANv3_01,AnimeGANv3,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/AnimeGANv3_01/query.json
20260401-provider14-modelhub-screen-gemini25pro,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gemini25pro/run_manifest.json,gemini-2.5-pro-preview-06-05,VideoPose3D_01,VideoPose3D,failed_before_grading,False,False,,implicit_failed_before_grading,,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/VideoPose3D_01/query.json
20260401-provider14-modelhub-screen-gpt52,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gpt52/run_manifest.json,gpt-5.2-2025-12-11,Eparse_02,Eparse,graded,True,True,✅ Test passed! Content match rate=1.0000 ≥ 0.7. Matched fields: 360/360,grade_summary,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gpt52/gpt-5.2-2025-12-11/Eparse_02/grade/Eparse_02/result.jsonl,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/Eparse_02/query.json
20260401-provider14-modelhub-screen-gpt52,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gpt52/run_manifest.json,gpt-5.2-2025-12-11,PDFPlumber_01,PDFPlumber,graded_failed,True,False,,grade_summary,/mnt/bn/xsc-f1526e9f/yongkang/workspace/_codex/experiments/agent_law_gittaskbench_runs/20260401-provider14-modelhub-screen-gpt52/gpt-5.2-2025-12-11/PDFPlumber_01/grade/PDFPlumber_01/result.jsonl,/mnt/bn/xsc-f1526e9f/yongkang/workspace/external/agent_laws/GitTaskBench/queries/PDFPlumber_01/query.json
